id,date,stars,review_text
1276123110,2024-01-13 08:17:29.661,5.0,"У меня к озону, как к сервису, и конкретно к этому пункту выдачи никаких претензий. Всегда обслуживали доброжелательные женщины. Ни разу не теряли заказы и в основном быстро обслуживают. Когда возвращаю товар принимают быстро, без выяснений, хотя я встречала и более нетактичное отношение при возврате товара на другом пункте озон."
1276123110,2024-04-04 13:23:17.859,5.0,"Очень хороший пункт, удобно расположен, чисто, быстро, все отлично!"
1276123110,2023-01-01 12:19:35.464,4.0,"Пункт выдачи удобно расположен, очень легко найти, присутствует вывеска над входом. Само место маленькое, не очень удобно, когда большой поток, тесновато и грязно зимой. Принимают быстро, есть возможность осмотра товара, в целом, претензий нет, хороший ПВЗ."
1276123110,2023-05-09 10:59:03.823,5.0,"Все отлично, расположение, чисто, просторно, нет очередей, вежливый персонал"
1276123110,2023-11-09 16:21:06.131,5.0,"хороший пункт, приятная работница, заказы получаешь довольно быстро)"
1276123110,2024-01-04 12:25:19.654,1.0,"близко к метро, но очень удручает, что в отделении нет мусорки"
1276123110,2022-04-25 18:04:59.463,5.0,"Отличный пункт выдачи!!!! Вежливый персонал ал, быстро выдают заказ, нет очередей. Сейчас сделали ремонт стало очень чисто и красиво!!!"
1276123110,2022-12-18 19:22:01.374,3.0,"В данном пункте работает крайне тормозной сотрудник, все на компьютере делается одним пальцем и очень медленно"
1276123110,2023-01-12 18:13:59.100,5.0,Очень вежливые сотрудничество и хороший атмосфера
1276123110,2022-02-01 19:25:31.205,5.0,Пункт удобно расположен. Внутри всегда чисто . Сотрудники свою работу выполняют отлично
1276123110,2022-08-12 19:02:17.053,5.0,"Работают быстро, четко. Обслуживание доброжелательное"
1276123110,2022-10-26 11:09:22.778,5.0,"часто в этом пункте вижу на выдаче приятную женщину, которая очень доброжелательна, а также грамотно выполняет свою работу"
1276123110,2022-01-12 15:58:34.149,5.0,"Оперативно, не было очереди, сразу был нож для распечатывания посылки, пункт удобно расположен"
1276123110,2023-04-10 17:32:52.773,5.0,"Очень удобно, рядом с работой"
1276123110,2022-12-26 19:53:20.001,5.0,Очень быстро обслуживают и выдают товар я доволен
1276123110,2024-04-30 17:54:49.490,5.0,Работает вежливые сотрудники
1276123110,2022-02-19 19:32:02.619,5.0,"Все быстро , когда попадаешь в помещение , есть ощущение ,что сейчас будем фотографироваться ."
1276123110,2022-04-25 14:38:05.415,5.0,Всё отлично и коллектив отличный.благодарю
1276123110,2021-09-05 06:55:39.869,5.0,Прекрасный пункт все быстро качественно с обьяснениями.советую
1276123110,2022-09-17 17:12:10.667,5.0,отзывчивый персонал! рекомендую
1276123110,2021-03-18 13:51:32.086,5.0,"Пункт выдачи с другой стороны. Пункт выдачи находится со стороны пр. Испытателей между рестораном ""Брассерия"" и магазином ""Слуховые аппараты""."
1276123110,2021-03-16 13:58:00.435,5.0,"Постоянно оформляю заказы в этот пункт выдачи , все быстро и четко ,девочки молодцы!  Никогда никаких проблем не было с выдачей"
1276123110,2021-10-28 17:01:23.474,3.0,"По факту работы - вопросов нет, но формат общения сотрудников, конечно, оставляет желать лучшего! (Смена 27.10.21)  Смена 28.10.21 - быстро, по людски и вежливо!"
1276123110,2021-05-17 09:00:06.454,3.0,"Работники дружелюбные , выполняют свои работу быстро, но очень маленькое и неудобное помещение"
1276123110,2021-03-28 10:15:05.414,5.0,"Очень удобно расположен, удобный график работы, Вежливый персонал"
1276123110,2020-10-13 09:43:22.555,5.0,"Быстро выдают заказы,есть примерочные. Забирают пустые коробки от заказов. Кстати, фото со 2по 5,представленные здесь людьми-не относятся к этому месту."
1276123110,2021-08-23 11:09:03.969,3.0,"Впервые был в этом пункте. Неприветливый сервис, сотрудник девушка стояла курила у входа, когда внутри собралась очередь из трех человек...пришлось всем ждать, когда докурит. Войдя, не поздоровалась и не извинилась за ожидание."
1276123110,2022-06-19 11:07:51.125,5.0,Очень удобное расположение!
1276123110,2022-10-25 21:01:50.551,2.0,Вечно недовольные сотрудники
1276123110,2022-12-10 18:03:08.922,5.0,"Быстро, удобно."
1276123110,2020-08-15 18:37:29.335,5.0,Очень удобно расположены пункты выдачи. Квалифицированный и внимательный персонал
1276123110,2021-09-29 16:50:38.412,5.0,Все отлично! Первый раз тяжеловато найти
1276123110,2021-06-09 10:07:19.481,4.0,Удобно когда пункт выдачи рядом. Увидел очередь - пришёл попозже.
1276123110,2021-05-31 07:17:11.497,1.0,"Понедельник, 10.20 на часах , закрыто. Люди планируют свое время. Не опаздывайте пожалуйста"
1276123110,2021-04-18 11:11:52.900,5.0,"Заказываю в этот пункт, все удобно, очередей почти нет."
1276123110,2021-12-21 23:04:43.754,1.0,Очень грубая и не воспитанная сотрудница попалась.
1276123110,2021-12-01 10:47:53.450,1.0,"Не выдают заказ, хотя по статусу он готов к выдаче"
1276123110,2020-08-31 09:50:04.406,5.0,"Ozonom начинаю пользоваться, но этим пунктом ещё - нет. Рядом с офисом, буду иметь ввиду."
1276123110,2021-09-22 15:21:18.059,5.0,"Местоположение очень удобное,легко найти!"
1276123110,2021-08-26 15:49:32.733,1.0,"Не понравился оператор, хмурая и грубая"
1276123110,2021-08-24 21:37:22.325,5.0,Выдача покупок моментальная
1276123110,2020-05-21 13:59:03.086,5.0,Удобное место для получения. Вежливые сотрудники.
1276123110,2019-11-04 16:20:21.259,5.0,Вежливые девушки . Очереди иногда бывают . Есть оплата картой . Спасибо!
1276123110,2020-12-15 09:57:12.591,5.0,Все хорошо тут
1276123110,2020-01-28 12:16:33.650,4.0,Корзину бы для коробок и все 5 звезд обеспечены
1276123110,2020-03-28 16:10:08.676,5.0,Быстрое обслуживание
1276123110,2019-03-25 18:44:47.670,5.0,Очень хороший магазин
1276123110,2019-11-03 11:27:29.422,5.0,Все четко.
1347737832,2024-03-19 07:00:23.571,1.0,"16 марта 2024 года заказал муляжи знака НКВД и Звезды Героя социалистического труда. Заказы в сумме 1194 рубля оплатил СБП по куар коду в Яндекс маркете. Сначала в моем личном кабинете в Озоне была информация об оплате этих заказов и сроках их доставки в пункт выдачи. А сейчас второй день никакой информации нет как будто я вообще не заказывал и не оплачивал эти товары. Написал в службу поддержки Озон, а они отвечают что нужен номер заказа. А где я его возьму, если вообще никакой информации о моих вышеуказанных заказах нет. На телефоне номера горячей линии и службы поддержки Озона вообще никто не отвечает."
1347737832,2024-02-07 18:10:55.607,5.0,"Обслуживание оперативное,очередей нет, чисто в помещении и на улице перед входом, но первый визит оказался затруднён, так как здание обширное, а вывеска не особо выделена."
1347737832,2024-04-13 09:08:05.301,5.0,"Все быстро, вежливо и культурно. Люблю этот пункт выдачи, хоть есть более близкий к дому"
1347737832,2023-03-17 07:41:26.829,5.0,"Спасибо за хороший пунк озона. Приятный и вежливые кассиры. Если надо помогут. В заведении чистота и порядок. Очереди почти нету, заведение довольно просторное."
1347737832,2023-03-30 17:39:41.771,5.0,Мне всё нравится. Обслуживание быстрое. Работники вежливые. Очередей нет. 2 примерочные. Чистота и порядок. Расположение удобное. С парковкой проблемно.
1347737832,2023-10-21 13:25:02.681,1.0,"Просто и тупо присваивают деньги. Купил товар, прислали не то. Вернул продавцу по инструкции Озона. Продавец подтвердил возврат. Деньги Озон не возвращает. Прошло три недели, ничего. В поддржке говорят ""лично я деньги не брал"". На запросы продавца вообще не реагируют. Иногда предлагают подождать еще недельку. Через недельку предлагают подождать еще недельку. Иногда просто говорят, что ничем не могут помочь."
1347737832,2022-06-09 16:21:10.791,5.0,"Отличная работа! Приветливый персонал, вежливо, чисто, по делу. Мне всё понравилось. Рекомендую для всех кто живёт рядом. Пользуйтесь с удовольствием!"
1347737832,2023-10-28 17:14:36.832,5.0,"Чисто,выдают быстро, примерочные удобные. В общем хороший пунк выдачи."
1347737832,2024-02-22 08:19:34.000,5.0,Супер. Хороший быстрый сервис. Советую.
